Name;Year;Theme;Theme_Group;Subtheme;Category;Packaging;Availability;Pieces;Minifigures;Owned
City Super Pack 6 in 1;2008;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};3670;;680
City Super Pack 5 in 1;2008;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};9840;;1000
Bonus/Value Pack;2008;Duplo;Pre-school;Product Collection;Collection;{Not specified};{Not specified};640;;170
Bonus/Value Pack;2009;Duplo;Pre-school;Product Collection;Collection;{Not specified};{Not specified};;;120
LEGO Build and Play Value Pack;2009;Bricks and More;Basic;Product Collection;Collection;Other;Retail - limited;10210;;750
City Police Super Pack 3 in 1;2009;City;Modern day;Product Collection;Collection;Box;Retail - limited;6500;;1310
City Super Pack 3 in 1;2009;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};2460;;880
3 in 1 Superpack;2009;Star Wars;Licensed;Product Collection;Collection;{Not specified};{Not specified};4140;;2590
Bonus/Value Pack;2009;Pirates;Historical;Product Collection;Collection;{Not specified};{Not specified};1230;;200
Super Pack 4 in 1;2009;Technic;Technical;Product Collection;Collection;Box;Retail - limited;9840;;1670
Power Miners Super Pack 3 in 1;2009;Power Miners;Action/Adventure;Product Collection;Collection;Box;Retail - limited;9280;;500
Zoo Super Pack;2009;Duplo;Pre-school;Product Collection;Collection;{Not specified};{Not specified};950;;310
Bonus/Value Pack;2009;Duplo;Pre-school;Product Collection;Collection;{Not specified};{Not specified};1250;;120
City Super Pack 4 in 1;2009;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};12670;;1250
City Super Pack 4 in 1;2009;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};5010;;700
City Super Pack 3 in 1;2009;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};2840;;1150
City Super Pack 3 in 1;2009;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};12190;;1500
Bonus/Value Pack;2009;Bionicle;Constraction;Product Collection;Collection;{Not specified};{Not specified};1070;;150
Bonus/Value Pack;2009;Bionicle;Constraction;Product Collection;Collection;{Not specified};{Not specified};950;;150
Bonus/Value Pack;2009;Bionicle;Constraction;Product Collection;Collection;{Not specified};{Not specified};1070;;140
Bonus/Value Pack;2009;Bricks and More;Basic;Product Collection;Collection;{Not specified};{Not specified};5160;;110
Bonus/Value Pack;2009;Creator;Model making;Product Collection;Collection;{Not specified};{Not specified};5700;;100
LEGO Minifigures - Series 1 - Complete;2010;Collectable Minifigures;Miscellaneous;Series 1;Collection;{Not specified};Retail;1150;160;31440
LEGO Minifigures - Series 1 - Sealed Box;2010;Collectable Minifigures;Miscellaneous;Series 1;Collection;Box;{Not specified};;;2430
LEGO Minifigures - Series 2 - Complete;2010;Collectable Minifigures;Miscellaneous;Series 2;Collection;{Not specified};Retail;1150;160;34100
LEGO Minifigures - Series 2 - Sealed Box;2010;Collectable Minifigures;Miscellaneous;Series 2;Collection;Box;{Not specified};;;2770
Bonus/Value Pack;2010;Duplo;Pre-school;Product Collection;Collection;{Not specified};{Not specified};;;120
Star Wars Super Pack 3 in 1;2010;Star Wars;Licensed;Product Collection;Collection;{Not specified};{Not specified};3420;;2620
City Super Pack 3 in 1;2010;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};5650;;1400
Duplo Super Pack;2010;Duplo;Pre-school;Product Collection;Collection;{Not specified};{Not specified};330;;260
City Super Pack 4 in 1;2010;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};2960;;1420
City Super Pack 4 in 1;2010;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};10530;;1660
City Super Pack 3 in 1;2010;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};5100;;1400
Super Pack 4 in 1;2010;Technic;Technical;Product Collection;Collection;Box;Retail - limited;8040;;1600
City Super Pack 4 in 1;2010;City;Modern day;Product Collection;Collection;Box;Retail - limited;8710;;660
City Super Pack 4 in 1;2010;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};2890;;1300
City Super Pack 4 in 1;2010;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};2790;;1160
Star Wars Super Pack 3 in 1;2010;Star Wars;Licensed;Product Collection;Collection;{Not specified};{Not specified};3080;;3880
Atlantis Super Pack 4 in 1;2010;Atlantis;Action/Adventure;Product Collection;Collection;Box;Retail;6910;;1510
Star Wars Super Pack 3 in 1;2010;Star Wars;Licensed;Product Collection;Collection;{Not specified};{Not specified};5310;;3520
Bonus/Value Pack;2010;Duplo;Pre-school;Product Collection;Collection;{Not specified};{Not specified};680;;110
Star Wars Super Pack 3 in 1;2010;Star Wars;Licensed;Product Collection;Collection;{Not specified};{Not specified};3160;;2500
Fun Favor Pack;2010;Miscellaneous;Miscellaneous;Product Collection;Collection;{Not specified};{Not specified};720;;1520
City Super Pack 4 in 1;2010;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};12240;;1580
Bonus/Value Pack;2010;Duplo;Pre-school;Product Collection;Collection;{Not specified};{Not specified};710;;80
LEGO Minifigures - Series 3 - Complete;2011;Collectable Minifigures;Miscellaneous;Series 3;Collection;{Not specified};Retail;1100;160;35830
LEGO Minifigures - Series 3 - Sealed Box;2011;Collectable Minifigures;Miscellaneous;Series 3;Collection;Box;{Not specified};;;3120
LEGO Minifigures - Series 4 - Complete;2011;Collectable Minifigures;Miscellaneous;Series 4;Collection;{Not specified};Retail;1100;160;37240
LEGO Minifigures - Series 4 - Sealed Box;2011;Collectable Minifigures;Miscellaneous;Series 4;Collection;Box;{Not specified};;;3390
LEGO Minifigures - Series 5 - Complete;2011;Collectable Minifigures;Miscellaneous;Series 5;Collection;{Not specified};Retail;1060;160;38440
LEGO Minifigures - Series 5 - Sealed Box;2011;Collectable Minifigures;Miscellaneous;Series 5;Collection;Box;{Not specified};;;3390
City Super Pack 4 in 1;2011;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};3520;;1060
Star Wars Super Pack 3 in 1;2011;Star Wars;Licensed;Product Collection;Collection;{Not specified};{Not specified};4840;;2800
Star Wars Super Pack 3 in 1;2011;Star Wars;Licensed;Product Collection;Collection;{Not specified};{Not specified};3300;;2900
Co-Pack DUPLO Bricks & More;2011;Duplo;Pre-school;Product Collection;Collection;{Not specified};{Not specified};1450;;270
Co-Pack System Bricks & More;2011;Bricks and More;Basic;Product Collection;Collection;Other;Retail - limited;9700;;550
Super Pack 3 in 1;2011;Ninjago;Action/Adventure;Product Collection;Collection;Box;Retail - limited;5990;;1190
Super Pack 3 in 1;2011;Cars;Licensed;Product Collection;Collection;{Not specified};{Not specified};8230;;990
3-in-1 Super Pack;2011;Cars;Licensed;Product Collection;Collection;{Not specified};{Not specified};2340;;1420
City Super Pack 4 in 1;2011;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};9640;;1440
City Police Super Pack 5 in 1;2011;City;Modern day;Product Collection;Collection;Box;Retail - limited;8280;;1020
Super Pack 3 in 1;2011;Duplo;Pre-school;Product Collection;Collection;Box;Retail;820;;310
3-in-1 Super Pack;2011;Ninjago;Action/Adventure;Product Collection;Collection;Box;Retail - limited;8300;;670
Star Wars Super Pack 3 in 1;2011;Star Wars;Licensed;Product Collection;Collection;{Not specified};{Not specified};3670;;2480
Star Wars Super Pack 3 in 1;2011;Star Wars;Licensed;Product Collection;Collection;{Not specified};{Not specified};6440;;2050
Technic Super Pack 4 in 1;2011;Technic;Technical;Product Collection;Collection;Box;Retail - limited;12720;;1600
Super Pack 2-in-1;2011;HERO Factory;Constraction;Product Collection;Collection;Box;Retail - limited;610;;250
City Trains Super Pack 4-in-1;2011;City;Modern day;Product Collection;Collection;Box;Retail - limited;12320;;4450
Value Pack;2011;HERO Factory;Constraction;Product Collection;Collection;Box;Retail - limited;600;;210
Value Pack;2011;HERO Factory;Constraction;Product Collection;Collection;Box;Retail - limited;610;;180
Super Pack 2-in-1;2011;HERO Factory;Constraction;Product Collection;Collection;Box;Retail - limited;610;;310
LEGO Minifigures - Series 6 - Complete;2012;Collectable Minifigures;Miscellaneous;Series 6;Collection;{Not specified};Retail;1150;160;40150
LEGO Minifigures - Series 6 - Sealed Box;2012;Collectable Minifigures;Miscellaneous;Series 6;Collection;Box;{Not specified};;;3720
LEGO Minifigures - Series 7 - Complete;2012;Collectable Minifigures;Miscellaneous;Series 7;Collection;{Not specified};Retail;1190;160;39240
LEGO Minifigures - Series 7 - Sealed Box;2012;Collectable Minifigures;Miscellaneous;Series 7;Collection;Box;{Not specified};;;3780
LEGO Minifigures - Series 8 - Complete ;2012;Collectable Minifigures;Miscellaneous;Series 8;Collection;{Not specified};Retail;1160;160;34550
LEGO Minifigures - Series 8 - Sealed Box;2012;Collectable Minifigures;Miscellaneous;Series 8;Collection;Box;{Not specified};;;3250
LEGO Minifigures - Team GB - Complete;2012;Collectable Minifigures;Miscellaneous;Team GB;Collection;{Not specified};Retail - limited;630;90;22010
LEGO Minifigures - Team GB - Sealed Box;2012;Collectable Minifigures;Miscellaneous;Team GB;Collection;Box;Retail;600;;1490
Cars Super Pack 3-in-1;2012;Duplo;Pre-school;Product collection;Collection;Box;Retail - limited;670;;330
Super Pack 3-in-1;2012;Cars;Licensed;Product Collection;Collection;Box;Retail - limited;3810;;910
Super Pack 3-in-1;2012;Ninjago;Action/Adventure;Product Collection;Collection;Box;Retail - limited;5600;;870
Super Pack 3-in-1;2012;Star Wars;Licensed;Product Collection;Collection;Box;Retail - limited;6330;;3370
City Police Super Pack 2-in-1;2012;City;Modern day;Product Collection;Collection;Box;Retail - limited;1900;;460
City Fire Super Pack 3-in-1;2012;City;Modern day;Product Collection;Collection;Box;Retail - limited;8150;;880
City Police Super Pack 4-in-1;2012;City;Modern day;Product Collection;Collection;Box;Retail - limited;9320;;1060
City Police Super Pack 4-in-1;2012;City;Modern day;Product Collection;Collection;Box;Retail - limited;9650;;1780
Super Pack 3-in-1;2012;Duplo;Pre-school;Product Collection;Collection;Box;Retail - limited;960;;560
Super Pack 3-in-1;2012;Duplo;Pre-school;Product Collection;Collection;Box;Retail - limited;340;;240
Super Pack 3-in-1;2012;Star Wars;Licensed;Product Collection;Collection;Box;Retail - limited;2980;;2760
Super Pack 3-in-1;2012;Star Wars;Licensed;Product Collection;Collection;Box;Retail - limited;7630;;1900
Super Pack 3-in-1;2012;Technic;Technical;Product collection;Collection;Box;Retail - limited;11630;;2410
3-in-1 Super Pack;2012;Friends;Modern day;Product Collection;Collection;Box;Retail - limited;3580;;640
Super Pack 4-in-1;2012;Friends;Modern day;Product Collection;Collection;Box;Retail - limited;4950;;630
City Police Super Pack 2-in-1;2012;City;Modern day;Product Collection;Collection;Box;Retail - limited;2260;;610
Furno, Jawblade Mission Pack ;2012;HERO Factory;Constraction;Product Collection;Collection;Box;Retail - limited;1010;;200
Teacher's Kit;2012;Education;Educational;Product Collection;Collection;{Not specified};{Not specified};630;;200
Super Pack 3-in-1;2012;Ninjago;Action/Adventure;Product Collection;Collection;Box;Retail - limited;5040;;1610
Bonus/Value Pack;2012;HERO Factory;Constraction;Product Collection;Collection;{Not specified};{Not specified};780;;160
Bonus/Value Pack;2012;HERO Factory;Constraction;Product Collection;Collection;{Not specified};{Not specified};390;;140
City Traffic Super Pack 4-in-1;2012;City;Modern day;Product Collection;Collection;Box;Retail - limited;8260;;370
Stringer, Voltix Mission Pack ;2012;HERO Factory;Constraction;Product Collection;Collection;Box;Retail - limited;1090;;230
Bonus/Value Pack;2013;City;Modern day;Product Collection;Collection;Box;Retail - limited;3280;;1740
Super Pack 3-in-1;2013;Star Wars;Licensed;Product Collection;Collection;Box;Retail - limited;7270;;4480
Super Pack 3-in-1;2013;Legends of Chima;Action/Adventure;Product Collection;Collection;Box;Retail - limited;5960;;1770
Fire Value Pack;2013;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};6530;;840
Super Pack 3-in-1;2013;Duplo;Pre-school;Product Collection;Collection;Box;Retail - limited;890;;300
Friends Value Pack;2013;Friends;Modern day;Product collection;Collection;{Not specified};{Not specified};8440;;840
Star Wars Value Pack;2013;Star Wars;Licensed;Product Collection;Collection;{Not specified};{Not specified};8210;;2300
Super Pack 2-in-1;2013;HERO Factory;Constraction;Product Collection;Collection;{Not specified};{Not specified};1530;;330
LEGO Star Wars Super Pack;2013;Star Wars;Licensed;Product Collection;Collection;{Not specified};{Not specified};13600;;1970
LEGO Chima Super Pack;2013;Legends of Chima;Action/Adventure;Product Collection;Collection;Box;Retail - limited;10810;;620
Super Pack;2013;City;Modern day;Product Collection;Collection;{Not specified};{Not specified};8140;;810
Ultimate Stormer;2013;HERO Factory;Constraction;Product Collection;Collection;{Not specified};{Not specified};1290;;290
Bonus/Value Pack;2013;HERO Factory;Constraction;Product Collection;Collection;Box;Retail - limited;2150;;220
Bonus/Value Pack;2013;HERO Factory;Constraction;Product Collection;Collection;Box;Retail - limited;1580;;200
Bonus/Value Pack;2013;HERO Factory;Constraction;Product Collection;Collection;Box;Retail - limited;1580;;170
Bonus/Value Pack;2013;HERO Factory;Constraction;Product Collection;Collection;Box;Retail - limited;1550;;200
Ultimate Evo;2013;HERO Factory;Constraction;Product Collection;Collection;Box;Retail - limited;920;;200
Animals Christmas Party Set;2013;Friends;Modern day;Product Collection;Collection;Box;Retail - limited;3280;;290
Chi Hyper Laval ;2013;Legends of Chima;Action/Adventure;Product Collection;Collection;Box;Retail - limited;1220;;850
Chi Hyper Gorzan;2013;Legends of Chima;Action/Adventure;Product Collection;Collection;Box;Retail - limited;1270;;630
Chi Hyper Cragger;2013;Legends of Chima;Action/Adventure;Product Collection;Collection;Box;Retail - limited;1200;;930
LEGO Minifigures - Series 9 - Complete;2013;Collectable Minifigures;Miscellaneous;Series 9;Collection;{Not specified};Retail;1050;160;36050
LEGO Minifigures - Series 9 - Sealed Box;2013;Collectable Minifigures;Miscellaneous;Series 9;Collection;Box;{Not specified};;;3720
LEGO Minifigures - Series 10 - Complete (except Mr. Gold);2013;Collectable Minifigures;Miscellaneous;Series 10;Collection;{Not specified};Retail;1050;160;36000
LEGO Minifigures - Series 10 - Sealed Box;2013;Collectable Minifigures;Miscellaneous;Series 10;Collection;Box;{Not specified};;;3130
LEGO Minifigures - Series 11 - Complete;2013;Collectable Minifigures;Miscellaneous;Series 11;Collection;{Not specified};Retail;1100;160;34530
LEGO Minifigures - Series 11 - Sealed Box;2013;Collectable Minifigures;Miscellaneous;Series 11;Collection;Box;{Not specified};;;2970
